"id","student_name","admission_date","major","gpa","email","phone","address","city","state","zip_code","country","enrollment_status","tuition_paid","scholarship","date_of_birth","emergency_contact","emergency_phone","academic_advisor","graduation_year","last_updated"
493,"Student 493","2024-08-25","Biology","0.59","student493@example.com","(773) 664-9988","493 Main St","Houston","TX","46988","USA","Part-Time","14845.38",False,"1995-09-06","Contact 493","(316) 559-8609","Advisor 4",2025,"2025-08-20 00:13:10.943657"
494,"Student 494","2025-02-22","History","3.62","student494@example.com","(619) 732-3695","494 Main St","Phoenix","AZ","01262","USA","On-Leave","23230.54",False,"1995-09-12","Contact 494","(358) 214-2431","Advisor 5",2026,"2025-08-20 00:13:10.943657"
495,"Student 495","2024-11-15","Computer Science","0.47","student495@example.com","(458) 850-7957","495 Main St","New York","NY","24242","USA","Full-Time","12494.19",True,"1995-03-07","Contact 495","(445) 431-4011","Advisor 6",2027,"2025-08-20 00:13:10.943657"
496,"Student 496","2025-05-25","Mathematics","2.15","student496@example.com","(735) 424-7875","496 Main St","Los Angeles","CA","66938","USA","Part-Time","48529.63",False,"1995-05-16","Contact 496","(974) 296-8819","Advisor 7",2024,"2025-08-20 00:13:10.943657"
497,"Student 497","2024-11-18","Physics","0.07","student497@example.com","(978) 861-3389","497 Main St","Chicago","IL","37027","USA","On-Leave","37930.09",False,"1995-12-04","Contact 497","(321) 161-7868","Advisor 8",2025,"2025-08-20 00:13:10.943657"
498,"Student 498","2024-10-30","Biology","2.78","student498@example.com","(573) 767-8811","498 Main St","Houston","TX","89069","USA","Full-Time","9305.86",False,"1995-08-14","Contact 498","(422) 957-5653","Advisor 9",2026,"2025-08-20 00:13:10.943657"
499,"Student 499","2025-06-17","History","3.00","student499@example.com","(942) 248-7913","499 Main St","Phoenix","AZ","41061","USA","Part-Time","32056.83",False,"1995-04-08","Contact 499","(806) 951-6995","Advisor 10",2027,"2025-08-20 00:13:10.943657"
500,"Student 500","2025-03-25","Computer Science","2.10","student500@example.com","(256) 903-7869","500 Main St","New York","NY","79899","USA","On-Leave","8383.72",True,"1995-07-13","Contact 500","(230) 767-6553","Advisor 1",2024,"2025-08-20 00:13:10.943657"
501,"Student 501","2024-09-27","Mathematics","3.00","student501@example.com","(844) 682-7366","501 Main St","Los Angeles","CA","10729","USA","Full-Time","12238.89",False,"1995-12-05","Contact 501","(669) 753-8270","Advisor 2",2025,"2025-08-20 00:13:10.943657"
502,"Student 502","2025-04-12","Physics","1.37","student502@example.com","(288) 106-0733","502 Main St","Chicago","IL","81647","USA","Part-Time","9449.16",False,"1995-10-22","Contact 502","(581) 683-0321","Advisor 3",2026,"2025-08-20 00:13:10.943657"
503,"Student 503","2024-12-23","Biology","2.38","student503@example.com","(736) 686-2403","503 Main St","Houston","TX","27563","USA","On-Leave","7325.64",False,"1995-05-31","Contact 503","(908) 914-8349","Advisor 4",2027,"2025-08-20 00:13:10.943657"
504,"Student 504","2024-12-14","History","0.07","student504@example.com","(816) 380-2581","504 Main St","Phoenix","AZ","08918","USA","Full-Time","37657.03",False,"1995-07-16","Contact 504","(372) 299-8734","Advisor 5",2024,"2025-08-20 00:13:10.943657"
505,"Student 505","2024-08-20","Computer Science","3.03","student505@example.com","(317) 896-8137","505 Main St","New York","NY","30165","USA","Part-Time","7497.98",True,"1995-02-22","Contact 505","(212) 138-4511","Advisor 6",2025,"2025-08-20 00:13:10.943657"
506,"Student 506","2025-05-19","Mathematics","1.08","student506@example.com","(172) 132-3787","506 Main St","Los Angeles","CA","48451","USA","On-Leave","17305.60",False,"1995-07-02","Contact 506","(126) 845-8100","Advisor 7",2026,"2025-08-20 00:13:10.943657"
507,"Student 507","2025-08-15","Physics","3.39","student507@example.com","(159) 526-1307","507 Main St","Chicago","IL","80628","USA","Full-Time","33709.73",False,"1995-06-22","Contact 507","(483) 520-0985","Advisor 8",2027,"2025-08-20 00:13:10.943657"
508,"Student 508","2025-03-31","Biology","3.12","student508@example.com","(257) 992-4342","508 Main St","Houston","TX","61864","USA","Part-Time","45328.70",False,"1995-04-26","Contact 508","(154) 841-8782","Advisor 9",2024,"2025-08-20 00:13:10.943657"
509,"Student 509","2024-10-24","History","2.15","student509@example.com","(845) 735-9107","509 Main St","Phoenix","AZ","32212","USA","On-Leave","28340.03",False,"1995-08-15","Contact 509","(291) 577-7766","Advisor 10",2025,"2025-08-20 00:13:10.943657"
510,"Student 510","2025-01-13","Computer Science","0.42","student510@example.com","(582) 652-0431","510 Main St","New York","NY","59315","USA","Full-Time","20320.97",True,"1995-04-06","Contact 510","(675) 822-3562","Advisor 1",2026,"2025-08-20 00:13:10.943657"
511,"Student 511","2024-12-10","Mathematics","2.45","student511@example.com","(218) 322-0783","511 Main St","Los Angeles","CA","05932","USA","Part-Time","25121.40",False,"1995-11-24","Contact 511","(889) 455-0850","Advisor 2",2027,"2025-08-20 00:13:10.943657"
512,"Student 512","2025-04-21","Physics","0.75","student512@example.com","(860) 579-9164","512 Main St","Chicago","IL","44847","USA","On-Leave","20931.50",False,"1995-01-19","Contact 512","(634) 281-6225","Advisor 3",2024,"2025-08-20 00:13:10.943657"
513,"Student 513","2025-03-05","Biology","1.74","student513@example.com","(542) 499-4636","513 Main St","Houston","TX","76954","USA","Full-Time","4300.98",False,"1995-02-05","Contact 513","(575) 269-0230","Advisor 4",2025,"2025-08-20 00:13:10.943657"
514,"Student 514","2024-09-01","History","3.94","student514@example.com","(670) 808-4487","514 Main St","Phoenix","AZ","85452","USA","Part-Time","11823.50",False,"1995-11-10","Contact 514","(363) 524-9877","Advisor 5",2026,"2025-08-20 00:13:10.943657"
515,"Student 515","2024-11-24","Computer Science","3.34","student515@example.com","(636) 812-2927","515 Main St","New York","NY","11930","USA","On-Leave","8297.08",True,"1995-01-01","Contact 515","(885) 242-1716","Advisor 6",2027,"2025-08-20 00:13:10.943657"
516,"Student 516","2024-11-01","Mathematics","2.20","student516@example.com","(926) 127-1354","516 Main St","Los Angeles","CA","29360","USA","Full-Time","8000.17",False,"1995-10-03","Contact 516","(945) 727-8315","Advisor 7",2024,"2025-08-20 00:13:10.943657"
517,"Student 517","2024-12-09","Physics","1.87","student517@example.com","(859) 475-9273","517 Main St","Chicago","IL","36526","USA","Part-Time","25982.05",False,"1995-11-18","Contact 517","(862) 220-4089","Advisor 8",2025,"2025-08-20 00:13:10.943657"
518,"Student 518","2024-10-02","Biology","1.28","student518@example.com","(177) 512-2145","518 Main St","Houston","TX","30256","USA","On-Leave","8231.08",False,"1995-09-23","Contact 518","(423) 747-7602","Advisor 9",2026,"2025-08-20 00:13:10.943657"
519,"Student 519","2024-12-04","History","1.24","student519@example.com","(699) 459-8923","519 Main St","Phoenix","AZ","48256","USA","Full-Time","33399.47",False,"1995-01-11","Contact 519","(551) 330-6216","Advisor 10",2027,"2025-08-20 00:13:10.943657"
520,"Student 520","2025-01-22","Computer Science","2.10","student520@example.com","(990) 898-2791","520 Main St","New York","NY","75693","USA","Part-Time","39700.35",True,"1995-09-18","Contact 520","(166) 189-9513","Advisor 1",2024,"2025-08-20 00:13:10.943657"
521,"Student 521","2024-10-25","Mathematics","2.08","student521@example.com","(487) 457-2185","521 Main St","Los Angeles","CA","10111","USA","On-Leave","41318.50",False,"1995-11-25","Contact 521","(232) 735-2944","Advisor 2",2025,"2025-08-20 00:13:10.943657"
522,"Student 522","2024-11-09","Physics","1.18","student522@example.com","(634) 906-3891","522 Main St","Chicago","IL","55559","USA","Full-Time","1577.77",False,"1995-05-16","Contact 522","(782) 525-5249","Advisor 3",2026,"2025-08-20 00:13:10.943657"
523,"Student 523","2024-08-28","Biology","3.34","student523@example.com","(911) 832-0528","523 Main St","Houston","TX","01500","USA","Part-Time","36229.67",False,"1995-12-29","Contact 523","(469) 359-2959","Advisor 4",2027,"2025-08-20 00:13:10.943657"
524,"Student 524","2025-01-21","History","2.12","student524@example.com","(323) 122-5516","524 Main St","Phoenix","AZ","86585","USA","On-Leave","49263.06",False,"1995-09-13","Contact 524","(833) 692-5236","Advisor 5",2024,"2025-08-20 00:13:10.943657"
525,"Student 525","2025-01-13","Computer Science","1.58","student525@example.com","(784) 487-4915","525 Main St","New York","NY","50818","USA","Full-Time","1838.92",True,"1995-01-08","Contact 525","(169) 254-1426","Advisor 6",2025,"2025-08-20 00:13:10.943657"
526,"Student 526","2025-03-24","Mathematics","0.14","student526@example.com","(995) 496-9731","526 Main St","Los Angeles","CA","14592","USA","Part-Time","6224.99",False,"1995-01-18","Contact 526","(851) 629-8599","Advisor 7",2026,"2025-08-20 00:13:10.943657"
527,"Student 527","2025-07-30","Physics","3.20","student527@example.com","(963) 685-2007","527 Main St","Chicago","IL","14477","USA","On-Leave","16861.86",False,"1995-08-02","Contact 527","(616) 124-7778","Advisor 8",2027,"2025-08-20 00:13:10.943657"
528,"Student 528","2024-09-23","Biology","1.71","student528@example.com","(452) 133-6020","528 Main St","Houston","TX","58795","USA","Full-Time","22205.06",False,"1995-03-03","Contact 528","(724) 506-3006","Advisor 9",2024,"2025-08-20 00:13:10.943657"
529,"Student 529","2024-10-14","History","3.45","student529@example.com","(595) 310-6222","529 Main St","Phoenix","AZ","99329","USA","Part-Time","31870.83",False,"1995-11-24","Contact 529","(841) 671-8502","Advisor 10",2025,"2025-08-20 00:13:10.943657"
530,"Student 530","2025-06-29","Computer Science","0.91","student530@example.com","(644) 114-4946","530 Main St","New York","NY","96952","USA","On-Leave","3556.97",True,"1995-09-27","Contact 530","(348) 345-4979","Advisor 1",2026,"2025-08-20 00:13:10.943657"
531,"Student 531","2025-05-22","Mathematics","0.36","student531@example.com","(549) 951-2036","531 Main St","Los Angeles","CA","81365","USA","Full-Time","45152.00",False,"1995-09-21","Contact 531","(948) 538-9790","Advisor 2",2027,"2025-08-20 00:13:10.943657"
532,"Student 532","2025-02-25","Physics","0.01","student532@example.com","(742) 588-7647","532 Main St","Chicago","IL","00973","USA","Part-Time","20131.66",False,"1995-10-06","Contact 532","(228) 432-3609","Advisor 3",2024,"2025-08-20 00:13:10.943657"
533,"Student 533","2024-09-28","Biology","3.14","student533@example.com","(397) 642-8797","533 Main St","Houston","TX","22653","USA","On-Leave","21677.45",False,"1995-10-25","Contact 533","(318) 436-8986","Advisor 4",2025,"2025-08-20 00:13:10.943657"
534,"Student 534","2024-10-26","History","2.63","student534@example.com","(327) 101-2648","534 Main St","Phoenix","AZ","41579","USA","Full-Time","1700.78",False,"1995-08-10","Contact 534","(128) 410-0956","Advisor 5",2026,"2025-08-20 00:13:10.943657"
535,"Student 535","2025-01-26","Computer Science","0.59","student535@example.com","(287) 436-1322","535 Main St","New York","NY","38314","USA","Part-Time","32569.40",True,"1995-09-02","Contact 535","(622) 514-9716","Advisor 6",2027,"2025-08-20 00:13:10.943657"
536,"Student 536","2025-07-01","Mathematics","2.14","student536@example.com","(449) 379-0260","536 Main St","Los Angeles","CA","93348","USA","On-Leave","22776.00",False,"1995-05-03","Contact 536","(670) 641-1807","Advisor 7",2024,"2025-08-20 00:13:10.943657"
537,"Student 537","2025-01-13","Physics","3.33","student537@example.com","(251) 789-0584","537 Main St","Chicago","IL","83498","USA","Full-Time","45898.13",False,"1995-06-16","Contact 537","(375) 492-5452","Advisor 8",2025,"2025-08-20 00:13:10.943657"
538,"Student 538","2025-05-29","Biology","3.44","student538@example.com","(348) 616-1758","538 Main St","Houston","TX","62631","USA","Part-Time","35568.70",False,"1995-11-19","Contact 538","(969) 703-4659","Advisor 9",2026,"2025-08-20 00:13:10.943657"
539,"Student 539","2025-04-22","History","1.00","student539@example.com","(652) 980-4851","539 Main St","Phoenix","AZ","24955","USA","On-Leave","40923.42",False,"1995-01-13","Contact 539","(708) 892-6454","Advisor 10",2027,"2025-08-20 00:13:10.943657"
540,"Student 540","2025-04-17","Computer Science","3.52","student540@example.com","(214) 523-9293","540 Main St","New York","NY","23909","USA","Full-Time","33834.19",True,"1995-12-04","Contact 540","(696) 946-4485","Advisor 1",2024,"2025-08-20 00:13:10.943657"
541,"Student 541","2025-06-22","Mathematics","1.81","student541@example.com","(507) 275-1622","541 Main St","Los Angeles","CA","16118","USA","Part-Time","38967.68",False,"1995-09-24","Contact 541","(187) 255-2943","Advisor 2",2025,"2025-08-20 00:13:10.943657"
542,"Student 542","2025-06-07","Physics","1.17","student542@example.com","(429) 875-4886","542 Main St","Chicago","IL","88903","USA","On-Leave","44755.59",False,"1995-08-28","Contact 542","(500) 882-7957","Advisor 3",2026,"2025-08-20 00:13:10.943657"
543,"Student 543","2025-03-31","Biology","3.12","student543@example.com","(316) 874-8459","543 Main St","Houston","TX","53215","USA","Full-Time","31313.42",False,"1995-01-31","Contact 543","(860) 557-0929","Advisor 4",2027,"2025-08-20 00:13:10.943657"
544,"Student 544","2025-05-03","History","3.02","student544@example.com","(575) 515-4400","544 Main St","Phoenix","AZ","97615","USA","Part-Time","1077.02",False,"1995-09-04","Contact 544","(282) 774-7522","Advisor 5",2024,"2025-08-20 00:13:10.943657"
545,"Student 545","2025-04-29","Computer Science","2.47","student545@example.com","(960) 112-1006","545 Main St","New York","NY","19065","USA","On-Leave","44904.64",True,"1995-12-30","Contact 545","(832) 185-9112","Advisor 6",2025,"2025-08-20 00:13:10.943657"
546,"Student 546","2025-02-18","Mathematics","0.70","student546@example.com","(210) 948-8610","546 Main St","Los Angeles","CA","51920","USA","Full-Time","38306.70",False,"1995-12-24","Contact 546","(303) 131-6692","Advisor 7",2026,"2025-08-20 00:13:10.943657"
547,"Student 547","2025-07-21","Physics","2.18","student547@example.com","(841) 766-4812","547 Main St","Chicago","IL","49906","USA","Part-Time","20156.76",False,"1995-10-27","Contact 547","(248) 599-3898","Advisor 8",2027,"2025-08-20 00:13:10.943657"
548,"Student 548","2024-11-22","Biology","3.38","student548@example.com","(794) 113-8753","548 Main St","Houston","TX","07358","USA","On-Leave","22062.49",False,"1995-05-10","Contact 548","(847) 831-7246","Advisor 9",2024,"2025-08-20 00:13:10.943657"
549,"Student 549","2025-01-13","History","1.96","student549@example.com","(197) 599-0682","549 Main St","Phoenix","AZ","80669","USA","Full-Time","48097.42",False,"1995-12-01","Contact 549","(438) 430-9832","Advisor 10",2025,"2025-08-20 00:13:10.943657"
550,"Student 550","2024-10-28","Computer Science","1.75","student550@example.com","(607) 394-9230","550 Main St","New York","NY","70995","USA","Part-Time","321.18",True,"1995-02-14","Contact 550","(536) 134-2004","Advisor 1",2026,"2025-08-20 00:13:10.943657"
551,"Student 551","2024-08-26","Mathematics","1.57","student551@example.com","(115) 228-3792","551 Main St","Los Angeles","CA","91406","USA","On-Leave","19221.30",False,"1995-12-06","Contact 551","(287) 194-2136","Advisor 2",2027,"2025-08-20 00:13:10.943657"
552,"Student 552","2024-08-21","Physics","3.31","student552@example.com","(243) 548-1537","552 Main St","Chicago","IL","25080","USA","Full-Time","14849.86",False,"1995-07-10","Contact 552","(714) 886-9794","Advisor 3",2024,"2025-08-20 00:13:10.943657"
553,"Student 553","2025-04-02","Biology","0.10","student553@example.com","(265) 656-4538","553 Main St","Houston","TX","21660","USA","Part-Time","32414.26",False,"1995-08-27","Contact 553","(699) 696-7798","Advisor 4",2025,"2025-08-20 00:13:10.943657"
554,"Student 554","2025-04-29","History","1.21","student554@example.com","(136) 410-3399","554 Main St","Phoenix","AZ","59096","USA","On-Leave","32956.13",False,"1995-12-22","Contact 554","(517) 274-1611","Advisor 5",2026,"2025-08-20 00:13:10.943657"
555,"Student 555","2025-07-23","Computer Science","0.32","student555@example.com","(905) 553-6912","555 Main St","New York","NY","21182","USA","Full-Time","39700.99",True,"1995-10-31","Contact 555","(482) 651-5492","Advisor 6",2027,"2025-08-20 00:13:10.943657"
556,"Student 556","2024-10-24","Mathematics","0.24","student556@example.com","(411) 139-4499","556 Main St","Los Angeles","CA","24395","USA","Part-Time","27875.87",False,"1995-12-23","Contact 556","(264) 767-7416","Advisor 7",2024,"2025-08-20 00:13:10.943657"
557,"Student 557","2024-11-12","Physics","2.85","student557@example.com","(879) 521-1538","557 Main St","Chicago","IL","53547","USA","On-Leave","1306.00",False,"1995-06-27","Contact 557","(616) 175-2471","Advisor 8",2025,"2025-08-20 00:13:10.943657"
558,"Student 558","2025-04-14","Biology","0.83","student558@example.com","(570) 426-2353","558 Main St","Houston","TX","36596","USA","Full-Time","6792.43",False,"1995-10-31","Contact 558","(389) 640-6055","Advisor 9",2026,"2025-08-20 00:13:10.943657"
559,"Student 559","2025-07-09","History","0.73","student559@example.com","(880) 562-8472","559 Main St","Phoenix","AZ","26588","USA","Part-Time","40333.75",False,"1995-07-11","Contact 559","(564) 851-8806","Advisor 10",2027,"2025-08-20 00:13:10.943657"
560,"Student 560","2024-08-26","Computer Science","2.61","student560@example.com","(318) 587-8240","560 Main St","New York","NY","58267","USA","On-Leave","2941.27",True,"1995-02-26","Contact 560","(134) 340-4719","Advisor 1",2024,"2025-08-20 00:13:10.943657"
561,"Student 561","2024-10-06","Mathematics","3.86","student561@example.com","(724) 431-5521","561 Main St","Los Angeles","CA","44665","USA","Full-Time","33788.17",False,"1995-06-19","Contact 561","(958) 646-0261","Advisor 2",2025,"2025-08-20 00:13:10.943657"
562,"Student 562","2025-07-20","Physics","2.61","student562@example.com","(341) 250-4130","562 Main St","Chicago","IL","80495","USA","Part-Time","9079.02",False,"1995-02-14","Contact 562","(520) 271-4513","Advisor 3",2026,"2025-08-20 00:13:10.943657"
563,"Student 563","2025-04-07","Biology","2.53","student563@example.com","(790) 475-9659","563 Main St","Houston","TX","08315","USA","On-Leave","30437.24",False,"1995-11-06","Contact 563","(509) 742-6136","Advisor 4",2027,"2025-08-20 00:13:10.943657"
564,"Student 564","2025-06-28","History","3.64","student564@example.com","(427) 304-9775","564 Main St","Phoenix","AZ","84707","USA","Full-Time","9022.30",False,"1995-07-21","Contact 564","(237) 568-9043","Advisor 5",2024,"2025-08-20 00:13:10.943657"
565,"Student 565","2024-10-04","Computer Science","2.11","student565@example.com","(513) 146-1948","565 Main St","New York","NY","78443","USA","Part-Time","11548.12",True,"1995-01-21","Contact 565","(288) 997-4365","Advisor 6",2025,"2025-08-20 00:13:10.943657"
566,"Student 566","2025-04-27","Mathematics","1.52","student566@example.com","(770) 392-6423","566 Main St","Los Angeles","CA","52727","USA","On-Leave","10192.70",False,"1995-10-05","Contact 566","(182) 823-3025","Advisor 7",2026,"2025-08-20 00:13:10.943657"
567,"Student 567","2025-04-20","Physics","0.23","student567@example.com","(950) 280-7980","567 Main St","Chicago","IL","38147","USA","Full-Time","26858.97",False,"1995-05-04","Contact 567","(612) 196-2882","Advisor 8",2027,"2025-08-20 00:13:10.943657"
568,"Student 568","2025-08-11","Biology","1.82","student568@example.com","(109) 303-0004","568 Main St","Houston","TX","67990","USA","Part-Time","39724.10",False,"1995-07-20","Contact 568","(660) 204-1456","Advisor 9",2024,"2025-08-20 00:13:10.943657"
569,"Student 569","2025-07-18","History","0.59","student569@example.com","(673) 231-4580","569 Main St","Phoenix","AZ","20460","USA","On-Leave","25558.08",False,"1995-12-30","Contact 569","(245) 415-9520","Advisor 10",2025,"2025-08-20 00:13:10.943657"
570,"Student 570","2025-05-27","Computer Science","3.39","student570@example.com","(509) 298-3865","570 Main St","New York","NY","46691","USA","Full-Time","34922.87",True,"1995-01-16","Contact 570","(303) 261-0120","Advisor 1",2026,"2025-08-20 00:13:10.943657"
571,"Student 571","2025-03-12","Mathematics","0.29","student571@example.com","(842) 749-6688","571 Main St","Los Angeles","CA","35592","USA","Part-Time","44869.60",False,"1995-09-26","Contact 571","(158) 876-5611","Advisor 2",2027,"2025-08-20 00:13:10.943657"
572,"Student 572","2024-10-31","Physics","3.58","student572@example.com","(566) 189-9957","572 Main St","Chicago","IL","20112","USA","On-Leave","22429.24",False,"1995-07-14","Contact 572","(847) 697-5269","Advisor 3",2024,"2025-08-20 00:13:10.943657"
573,"Student 573","2025-03-29","Biology","3.41","student573@example.com","(802) 870-9735","573 Main St","Houston","TX","96647","USA","Full-Time","16507.58",False,"1995-05-10","Contact 573","(188) 171-1553","Advisor 4",2025,"2025-08-20 00:13:10.943657"
574,"Student 574","2025-06-18","History","1.66","student574@example.com","(274) 149-5689","574 Main St","Phoenix","AZ","23021","USA","Part-Time","31526.26",False,"1995-01-18","Contact 574","(163) 964-3549","Advisor 5",2026,"2025-08-20 00:13:10.943657"
575,"Student 575","2025-06-24","Computer Science","2.52","student575@example.com","(855) 645-3390","575 Main St","New York","NY","72134","USA","On-Leave","21585.30",True,"1995-06-15","Contact 575","(406) 378-3616","Advisor 6",2027,"2025-08-20 00:13:10.943657"
576,"Student 576","2025-01-21","Mathematics","0.73","student576@example.com","(477) 779-3030","576 Main St","Los Angeles","CA","87057","USA","Full-Time","35352.97",False,"1995-09-25","Contact 576","(152) 653-0467","Advisor 7",2024,"2025-08-20 00:13:10.943657"
577,"Student 577","2025-07-17","Physics","3.29","student577@example.com","(320) 275-5000","577 Main St","Chicago","IL","11369","USA","Part-Time","14366.08",False,"1995-11-17","Contact 577","(755) 706-8297","Advisor 8",2025,"2025-08-20 00:13:10.943657"
578,"Student 578","2024-10-03","Biology","2.54","student578@example.com","(118) 931-5282","578 Main St","Houston","TX","92582","USA","On-Leave","3748.95",False,"1995-05-31","Contact 578","(908) 430-4031","Advisor 9",2026,"2025-08-20 00:13:10.943657"
579,"Student 579","2025-05-27","History","3.33","student579@example.com","(132) 394-5183","579 Main St","Phoenix","AZ","23032","USA","Full-Time","20791.00",False,"1995-03-28","Contact 579","(432) 656-5593","Advisor 10",2027,"2025-08-20 00:13:10.943657"
580,"Student 580","2025-08-13","Computer Science","1.49","student580@example.com","(890) 276-8447","580 Main St","New York","NY","06232","USA","Part-Time","1192.50",True,"1995-11-08","Contact 580","(135) 373-9697","Advisor 1",2024,"2025-08-20 00:13:10.943657"
581,"Student 581","2025-01-22","Mathematics","3.90","student581@example.com","(863) 923-9277","581 Main St","Los Angeles","CA","10419","USA","On-Leave","7558.34",False,"1995-09-08","Contact 581","(958) 889-7584","Advisor 2",2025,"2025-08-20 00:13:10.943657"
582,"Student 582","2025-08-01","Physics","0.41","student582@example.com","(339) 268-7336","582 Main St","Chicago","IL","96950","USA","Full-Time","20223.11",False,"1995-02-13","Contact 582","(829) 732-0982","Advisor 3",2026,"2025-08-20 00:13:10.943657"
583,"Student 583","2025-08-09","Biology","3.54","student583@example.com","(551) 425-1223","583 Main St","Houston","TX","11641","USA","Part-Time","22591.11",False,"1995-11-29","Contact 583","(165) 249-3263","Advisor 4",2027,"2025-08-20 00:13:10.943657"
584,"Student 584","2025-04-01","History","1.51","student584@example.com","(973) 210-5188","584 Main St","Phoenix","AZ","50504","USA","On-Leave","22224.33",False,"1995-03-10","Contact 584","(720) 975-5240","Advisor 5",2024,"2025-08-20 00:13:10.943657"
585,"Student 585","2025-05-14","Computer Science","0.56","student585@example.com","(924) 727-6207","585 Main St","New York","NY","48800","USA","Full-Time","3567.66",True,"1995-03-31","Contact 585","(205) 878-1483","Advisor 6",2025,"2025-08-20 00:13:10.943657"
586,"Student 586","2024-12-02","Mathematics","0.06","student586@example.com","(145) 223-9573","586 Main St","Los Angeles","CA","50786","USA","Part-Time","19533.18",False,"1995-09-18","Contact 586","(959) 574-1834","Advisor 7",2026,"2025-08-20 00:13:10.943657"
587,"Student 587","2025-07-26","Physics","2.75","student587@example.com","(477) 892-5974","587 Main St","Chicago","IL","76510","USA","On-Leave","7572.15",False,"1995-07-03","Contact 587","(671) 464-8196","Advisor 8",2027,"2025-08-20 00:13:10.943657"
588,"Student 588","2025-04-13","Biology","1.05","student588@example.com","(100) 110-6133","588 Main St","Houston","TX","08231","USA","Full-Time","17249.80",False,"1995-02-26","Contact 588","(369) 427-2593","Advisor 9",2024,"2025-08-20 00:13:10.943657"
589,"Student 589","2025-01-11","History","2.86","student589@example.com","(321) 301-5665","589 Main St","Phoenix","AZ","16932","USA","Part-Time","29874.90",False,"1995-04-17","Contact 589","(643) 842-4027","Advisor 10",2025,"2025-08-20 00:13:10.943657"
590,"Student 590","2025-06-19","Computer Science","0.20","student590@example.com","(657) 662-5054","590 Main St","New York","NY","55898","USA","On-Leave","43477.90",True,"1995-06-23","Contact 590","(769) 702-2593","Advisor 1",2026,"2025-08-20 00:13:10.943657"
591,"Student 591","2025-01-05","Mathematics","2.45","student591@example.com","(424) 604-7316","591 Main St","Los Angeles","CA","88890","USA","Full-Time","34785.38",False,"1995-03-29","Contact 591","(248) 819-1703","Advisor 2",2027,"2025-08-20 00:13:10.943657"
592,"Student 592","2025-06-09","Physics","0.69","student592@example.com","(733) 457-2325","592 Main St","Chicago","IL","14638","USA","Part-Time","24933.59",False,"1995-10-30","Contact 592","(701) 279-6491","Advisor 3",2024,"2025-08-20 00:13:10.943657"
593,"Student 593","2024-11-15","Biology","1.19","student593@example.com","(576) 495-4221","593 Main St","Houston","TX","39713","USA","On-Leave","28659.81",False,"1995-11-28","Contact 593","(184) 772-4598","Advisor 4",2025,"2025-08-20 00:13:10.943657"
594,"Student 594","2025-06-25","History","1.98","student594@example.com","(376) 853-1829","594 Main St","Phoenix","AZ","14980","USA","Full-Time","1385.87",False,"1995-11-17","Contact 594","(428) 628-9588","Advisor 5",2026,"2025-08-20 00:13:10.943657"
595,"Student 595","2024-08-30","Computer Science","3.77","student595@example.com","(557) 649-3717","595 Main St","New York","NY","82248","USA","Part-Time","44485.79",True,"1995-09-28","Contact 595","(873) 558-9513","Advisor 6",2027,"2025-08-20 00:13:10.943657"
596,"Student 596","2025-03-31","Mathematics","2.89","student596@example.com","(912) 205-2826","596 Main St","Los Angeles","CA","05062","USA","On-Leave","44993.67",False,"1995-05-09","Contact 596","(563) 749-0217","Advisor 7",2024,"2025-08-20 00:13:10.943657"
597,"Student 597","2024-09-02","Physics","1.78","student597@example.com","(649) 196-2144","597 Main St","Chicago","IL","01185","USA","Full-Time","16171.94",False,"1995-07-29","Contact 597","(142) 216-3279","Advisor 8",2025,"2025-08-20 00:13:10.943657"
598,"Student 598","2025-06-13","Biology","1.62","student598@example.com","(625) 799-9433","598 Main St","Houston","TX","67106","USA","Part-Time","24301.15",False,"1995-12-27","Contact 598","(642) 356-0385","Advisor 9",2026,"2025-08-20 00:13:10.943657"
599,"Student 599","2024-11-07","History","1.69","student599@example.com","(192) 264-2372","599 Main St","Phoenix","AZ","83257","USA","On-Leave","39813.18",False,"1995-12-18","Contact 599","(229) 577-5961","Advisor 10",2027,"2025-08-20 00:13:10.943657"
600,"Student 600","2024-12-12","Computer Science","2.16","student600@example.com","(489) 910-4837","600 Main St","New York","NY","43998","USA","Full-Time","30804.28",True,"1995-03-12","Contact 600","(971) 840-4184","Advisor 1",2024,"2025-08-20 00:13:10.943657"
601,"Student 601","2024-11-14","Mathematics","1.79","student601@example.com","(174) 344-5350","601 Main St","Los Angeles","CA","13255","USA","Part-Time","14414.71",False,"1995-07-20","Contact 601","(969) 442-9861","Advisor 2",2025,"2025-08-20 00:13:10.943657"
602,"Student 602","2025-04-23","Physics","3.98","student602@example.com","(169) 822-8571","602 Main St","Chicago","IL","48830","USA","On-Leave","2904.26",False,"1995-08-08","Contact 602","(754) 911-5386","Advisor 3",2026,"2025-08-20 00:13:10.943657"
603,"Student 603","2024-11-07","Biology","1.84","student603@example.com","(354) 826-2682","603 Main St","Houston","TX","60052","USA","Full-Time","31963.45",False,"1995-08-13","Contact 603","(497) 274-7760","Advisor 4",2027,"2025-08-20 00:13:10.943657"
604,"Student 604","2025-03-12","History","3.40","student604@example.com","(214) 461-4570","604 Main St","Phoenix","AZ","41096","USA","Part-Time","3542.41",False,"1995-05-07","Contact 604","(160) 433-1216","Advisor 5",2024,"2025-08-20 00:13:10.943657"
